seat,예매여부 sum,좌석 오픈 여부 sum,원가격추정 amin,원가격추정 mean,원가격추정 amax,거래까지걸린시간_시간 mean,거래까지걸린시간_등수 amax,거래까지걸린시간_등수 amin,표준화 등수 점수 mean,좌석 예매율,Unnamed: 0,층,블록,열,넘버,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,시야방해점수,좌석공간넓음,휠체어석,1/거리**3,무대정면과의각도,좌우시선각도,상하시선각도,주성분,before_smoothing_label,after_smoothing_label
1층 A블록15열 11,34,38,100000,134210.52631578947,260000,834.2563725490196,720.0,1.0,0.4749047547517601,0.8947368421052632,765,1층,A블록,15,11,1387,1954,172,1층 E블록15열 2,2402.388187,29.78162988,13.59976585,100,1,0,7.212244628848269e-11,0.815,21.33187956017033,4.1056282248752405,111.8713687358789,2,0
1층 A블록15열 12,34,38,90000,133026.31578947368,260000,834.2563725490196,720.0,1.0,0.4749047547517601,0.8947368421052632,766,1층,A블록,15,12,1338,1964,172,1층 E블록15열 1,2382.67161,30.49709204,13.32161574,100,1,0,7.392773995110309e-11,0.826,20.228902439362788,4.139661241639449,92.15726392258726,2,0
1층 A블록15열 2,21,34,10000,118289.47368421052,260000,1063.7626984126985,723.0,2.0,0.23194627944253235,0.6176470588235294,756,1층,A블록,15,2,1830,1843,172,1층 E블록15열 11,2602.908565,23.32092637,15.50174554,100,1,0,5.6705249097606796e-11,0.71,30.76096806937696,3.788861550381334,312.3742112308455,2,0
1층 A블록15열 3,21,36,10000,119210.52631578948,260000,1039.1420634920635,815.0,2.0,0.2163147554744562,0.5833333333333334,757,1층,A블록,15,3,1782,1856,172,1층 E블록15열 10,2578.729144,24.00681824,15.3526829,100,1,0,5.831534030665132e-11,0.721,29.79847256344925,3.8244403716776905,288.1964707822136,0,0
1층 A블록15열 4,14,32,80000,121973.68421052632,260000,515.8297619047619,660.0,2.7592695083715113,0.23737376985416556,0.4375,758,1층,A블록,15,4,1733,1869,172,1층 E블록15열 9,2554.610342,24.71368312,15.18728088,100,1,0,5.998269878021927e-11,0.733,28.801478249435544,3.8606024862496726,264.0793910341359,1,0
1층 A블록15열 5,19,35,10000,121315.78947368421,260000,962.1754385964912,660.0,21.0,0.21517743651958507,0.5428571428571428,759,1층,A블록,15,5,1685,1883,172,1층 E블록15열 8,2532.685926,25.40991131,14.99874065,100,1,0,6.155395871787337e-11,0.745,27.787483940968983,3.8940734573143625,242.15673870526604,0,0
1층 A블록15열 6,20,36,80000,127894.73684210527,260000,907.2883333333333,674.0,4.0,0.23920881392254584,0.5555555555555556,760,1층,A블록,15,6,1634,1896,172,1층 E블록15열 7,2508.855516,26.15499809,14.79710679,100,1,0,6.332468621172927e-11,0.758,26.71899162525046,3.931119259668773,218.3282050309585,0,0
1층 A블록15열 7,18,34,80000,127894.73684210527,260000,689.7194444444444,674.0,3.0,0.2697542882620022,0.5294117647058824,761,1층,A블록,15,7,1585,1908,172,1층 E블록15열 6,2486.417704,26.87436489,14.59048299,100,1,0,6.505455818211444e-11,0.769,25.68060249083108,3.966650808267071,195.89225238475237,0,0
1층 A블록15열 8,22,30,80000,127894.73684210527,260000,809.3954545454545,629.0,3.0,0.3827278808659178,0.7333333333333333,762,1층,A블록,15,8,1537,1920,172,1층 E블록15열 5,2465.431605,27.57924644,14.36927469,100,1,0,6.672999970938609e-11,0.781,24.6417562319306,4.000470237176611,174.90808472880207,2,0
1층 A블록15열 9,34,38,80000,129210.52631578948,260000,834.2563725490196,720.0,1.0,0.4749047547517601,0.8947368421052632,763,1층,A블록,15,9,1488,1932,172,1층 E블록15열 4,2444.657849,28.29831335,14.1283384,100,1,0,6.844563337305812e-11,0.792,23.5667294625729,4.034520743255076,154.13641371085163,2,0
1층 A블록16열 1,17,36,60000,121052.63157894737,260000,798.65,985.0,13.0,0.1809586496962444,0.4722222222222222,819,1층,A블록,16,1,1825,1943,194,1층 E블록16열 11,2672.734555,23.4017033,14.69197415,100,0,0,5.237602248167451e-11,0.729,29.485329416176626,4.162465276739601,382.2029266456768,1,0
1층 A블록16열 10,20,36,95000,132631.57894736843,260000,778.1183333333333,935.0,5.0,0.25827956362227783,0.5555555555555556,828,1층,A블록,16,10,1401,2048,194,1층 E블록16열 2,2488.923663,29.07159443,12.85802385,100,0,0,6.485825649571574e-11,0.825,20.6543675553476,4.470473514098575,198.4139037173709,0,0
1층 A블록16열 11,26,38,95000,133157.8947368421,260000,584.2653846153846,935.0,4.0,0.35025347364152687,0.6842105263157895,829,1층,A블록,16,11,1354,2058,194,1층 E블록16열 1,2471.096113,29.69188228,12.5955705,100,0,0,6.627215413720209e-11,0.835,19.62076777170392,4.502791754308052,180.5893024649624,2,0
1층 A블록16열 2,20,35,60000,121184.21052631579,260000,1028.9258333333332,985.0,10.0,0.20681423553090633,0.5714285714285714,820,1층,A블록,16,2,1778,1956,194,1층 E블록16열 10,2650.444491,24.02438996,14.53355522,100,0,0,5.370860355323578e-11,0.74,28.54981067290814,4.19753383466557,359.91504982956707,0,0
1층 A블록16열 3,17,33,10000,119473.68421052632,260000,628.7950980392156,985.0,13.0,0.23019914929173618,0.5151515151515151,821,1층,A블록,16,3,1732,1969,194,1층 E블록16열 9,2629.528665,24.63654581,14.36330001,100,0,0,5.500045363362229e-11,0.751,27.6150053594622,4.230982484615841,339.0014049811463,0,0
1층 A블록16열 4,17,33,10000,119868.42105263157,260000,829.4862745098039,685.0,15.0,0.2237603632435697,0.5151515151515151,822,1층,A블록,16,4,1685,1982,194,1층 E블록16열 8,2608.674951,25.2640082,14.17802493,100,0,0,5.633004470582198e-11,0.762,26.648608762309863,4.264867259888756,318.14996614530514,0,0
1층 A블록16열 5,17,38,10000,123421.05263157895,260000,1025.3519607843136,935.0,21.0,0.13123598595160682,0.4473684210526316,823,1층,A블록,16,5,1638,1993,194,1층 E블록16열 7,2587.030924,25.89642704,13.99501774,100,0,0,5.7755738286968857e-11,0.773,25.695021775115208,4.300615547511573,296.5082161356608,1,0
1층 A블록16열 6,15,31,80000,126973.68421052632,260000,899.3355555555555,935.0,21.0,0.20643304905662388,0.4838709677419355,824,1층,A블록,16,6,1590,2005,194,1층 E블록16열 6,2566.273758,26.54118678,13.78740005,100,0,0,5.916856696548291e-11,0.784,24.694068482926745,4.335467116174465,275.7534796875082,0,0
1층 A블록16열 7,18,35,75000,127368.42105263157,260000,785.5657407407407,935.0,2.0,0.21823937160345375,0.5142857142857142,825,1층,A블록,16,7,1543,2016,194,1층 E블록16열 5,2546.122739,27.17373099,13.57578465,100,0,0,6.058456492199526e-11,0.794,23.708649492591896,4.369846134177805,255.6049051110647,0,0
1층 A블록16열 8,20,37,90000,129605.26315789473,260000,812.6975,935.0,5.0,0.21760765901574355,0.5405405405405406,826,1층,A블록,16,8,1496,2028,194,1층 E블록16열 4,2527.535559,27.80015831,13.3414839,100,0,0,6.193101207225634e-11,0.805,22.69421656351945,4.402044582440966,237.02033292757196,0,0
1층 A블록16열 9,14,32,95000,131710.52631578947,260000,800.8630952380953,935.0,5.0,0.23788472684488363,0.4375,827,1층,A블록,16,9,1449,2039,194,1층 E블록16열 3,2508.935631,28.42622154,13.10075265,100,0,0,6.331862017897461e-11,0.815,21.678255921980867,4.434744107522304,218.4230994542502,1,0
1층 A블록17열 1,16,35,40000,118684.21052631579,260000,932.2802083333333,985.0,3.628684600418264,0.19283140473585741,0.45714285714285713,882,1층,A블록,17,1,1834,2039,216,1층 E블록17열 11,2750.95129,23.23107619,13.97480748,100,0,0,4.803428143200138e-11,0.743,28.31468169783693,4.503402261948314,460.4226447516235,1,0
1층 A블록17열 10,22,38,95000,130921.05263157895,260000,581.7863636363636,935.0,3.0,0.28008146816296414,0.5789473684210527,891,1층,A블록,17,10,1419,2142,216,1층 E블록17열 2,2578.445462,28.31779137,12.19311913,100,0,0,5.833459008263164e-11,0.834,19.86763009998716,4.805379597731764,287.9423731249351,0,0
1층 A블록17열 11,22,34,95000,131710.52631578947,260000,592.7189393939393,629.0,1.0,0.3662937732857179,0.6470588235294118,892,1층,A블록,17,11,1373,2151,216,1층 E블록17열 1,2560.973643,28.87438063,11.95161952,100,0,0,5.953668829570922e-11,0.843,18.89495726561942,4.8382413845645305,270.4738235219716,2,0
1층 A블록17열 2,18,35,35000,119736.84210526316,260000,784.0009259259259,985.0,4.0,0.25161001140897893,0.5142857142857142,883,1층,A블록,17,2,1789,2052,216,1층 E블록17열 10,2730.912119,23.78149574,13.81546969,100,0,0,4.909947244425581e-11,0.754,27.42752255455093,4.536516770077629,440.386016066168,0,0
1층 A블록17열 3,16,32,10000,119605.26315789473,260000,618.8614583333333,663.0,2.0,0.2632923841689295,0.5,884,1층,A블록,17,3,1743,2066,216,1층 E블록17열 9,2711.652817,24.34375285,13.63557614,100,0,0,5.015309590097521e-11,0.764,26.497513117516043,4.568805247665542,421.129370455394,0,0
1층 A블록17열 4,17,35,10000,120263.15789473684,260000,785.3578431372549,674.0,3.0,0.22874980869609707,0.4857142857142857,885,1층,A블록,17,4,1697,2077,216,1층 E블록17열 8,2690.798023,24.91151113,13.46620422,100,0,0,5.1328278681418205e-11,0.774,25.594878996255204,4.604291496583098,400.2772285626475,0,0
1층 A블록17열 5,16,33,80000,126184.21052631579,260000,1027.971875,722.0,3.116749408959919,0.22717161219647855,0.48484848484848486,886,1층,A블록,17,5,1651,2088,216,1층 E블록17열 7,2670.618093,25.47986087,13.28484345,100,0,0,5.250064501917658e-11,0.784,24.67828386236152,4.639158739304014,380.10000637349697,0,0
1층 A블록17열 6,17,33,90000,127105.26315789473,260000,784.6117647058824,660.0,3.0,0.23543090719906482,0.5151515151515151,887,1층,A블록,17,6,1604,2099,216,1층 E블록17열 6,2650.523156,26.06067502,13.088777,100,0,0,5.370382163473422e-11,0.795,23.73065204904368,4.674408459588824,360.00790224709027,0,0
1층 A블록17열 7,15,32,65000,127368.42105263157,260000,808.8955555555556,660.0,3.0695290694323285,0.24168294928956335,0.46875,888,1층,A블록,17,7,1558,2110,216,1층 E블록17열 5,2631.752268,26.62659514,12.88263493,100,0,0,5.486115951532643e-11,0.804,22.78628937971616,4.707823492409047,341.23988092690803,1,0
1층 A블록17열 8,18,36,80000,128552.63157894737,260000,901.5398148148148,674.0,3.0,0.22918586856951031,0.5,889,1층,A블록,17,8,1512,2122,216,1층 E블록17열 4,2614.514104,27.1851112,12.65641471,100,0,0,5.595347106316793e-11,0.814,21.815766426932512,4.738934124319675,324.0047284453591,0,0
1층 A블록17열 9,13,31,90000,130921.05263157895,260000,984.876923076923,985.0,2.9999999999999996,0.20644074931507447,0.41935483870967744,890,1층,A블록,17,9,1466,2132,216,1층 E블록17열 3,2596.389031,27.74734664,12.43288273,100,0,0,5.7133483312472816e-11,0.824,20.85763603103307,4.772092483054134,305.8827051009136,1,0
1층 A블록18열 1,14,36,35000,120131.57894736843,260000,1162.8190476190478,935.0,6.0,0.13232570527144,0.3888888888888889,945,1층,A블록,18,1,1807,2146,238,1층 E블록18열 10,2815.529968,23.42441584,13.17144762,100,0,0,4.4804283568052366e-11,0.765,26.811758202133987,4.849064996447356,525.0043829572128,1,0
1층 A블록18열 10,23,38,90000,130394.73684210527,260000,911.5347826086957,663.0,5.0,0.2470930309367518,0.6052631578947368,954,1층,A블록,18,10,1392,2244,238,1층 E블록18열 1,2651.385298,28.08668847,11.36201274,100,0,0,5.3651450596990446e-11,0.85,18.52550733247564,5.150053117895834,360.8892815346578,2,0
1층 A블록18열 2,12,33,35000,119868.42105263157,260000,803.3416666666667,935.0,2.0,0.17545525246390478,0.36363636363636365,946,1층,A블록,18,2,1762,2159,238,1층 E블록18열 9,2796.885589,23.93244092,13.00193071,100,0,0,4.5706282153889446e-11,0.775,25.93184038957155,4.881467628238767,506.3629580478774,1,0
