seat,예매여부 sum,좌석 오픈 여부 sum,원가격추정 amin,원가격추정 mean,원가격추정 amax,거래까지걸린시간_시간 mean,거래까지걸린시간_등수 amax,거래까지걸린시간_등수 amin,표준화 등수 점수 mean,좌석 예매율,Unnamed: 0,층,블록,열,넘버,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,시야방해점수,좌석공간넓음,휠체어석,1/거리**3,무대정면과의각도,좌우시선각도,상하시선각도,주성분,before_smoothing_label,after_smoothing_label
1층 A블록10열 9,20,30,10000,43552.63157894737,80000,773.5891666666666,382.0,5.0,0.3145137776775882,0.6666666666666666,484,1층,A블록,10,9,1349,1451,69,1층 E블록10열 3,1982.413428,32.45722876,19.04376789,100,0,0,1.2835633490040008e-10,0.732,28.796777441482966,1.9946431958802189,-308.1701869689501,2,2
1층 A블록11열 1,18,38,10000,39078.94736842105,70000,658.2416666666667,527.0,6.0,0.20242544241450058,0.47368421052631576,533,1층,A블록,11,1,1773,1439,89,1층 E블록11열 11,2285.206993,23.21582372,19.31916864,100,0,0,8.379601519738546e-11,0.63,36.90032556625118,2.2320141608159068,-5.345759125477288,0,0
1층 A블록11열 10,19,30,10000,44342.10526315789,80000,620.1877192982456,382.0,6.0,0.33944713462409953,0.6333333333333333,542,1층,A블록,11,10,1315,1556,89,1층 E블록11열 2,2039.186603,33.01876119,17.56909433,100,0,0,1.1793130170736562e-10,0.764,26.165433170035463,2.501460478086036,-251.38366400165452,2,2
1층 A블록11열 11,27,38,10000,44210.52631578947,80000,594.9067901234567,382.0,6.0,0.3716779749351211,0.7105263157894737,543,1층,A블록,11,11,1265,1566,89,1층 E블록11열 1,2015.068733,34.15547101,17.26792383,100,0,0,1.2221665892422158e-10,0.778,24.894706482051088,2.531419232576193,-275.5032703862973,2,2
1층 A블록11열 2,15,34,10000,39473.68421052631,70000,731.6211111111112,401.0,6.0,0.1788497953144175,0.4411764705882353,534,1층,A블록,11,2,1724,1452,89,1층 E블록11열 10,2255.748435,24.18202467,19.22680122,100,0,0,8.712203392973636e-11,0.644,35.858755553024565,2.261177809924265,-34.80592924081329,0,0
1층 A블록11열 3,16,35,10000,39605.26315789474,70000,681.20625,401.0,6.0,0.18212531720058725,0.45714285714285713,535,1층,A블록,11,3,1675,1466,89,1층 E블록11열 9,2227.712279,25.17742818,19.10197967,100,0,0,9.0452943474624e-11,0.659,34.770567088719616,2.289650198367247,-62.84381903823015,0,0
1층 A블록11열 4,17,33,10000,40000.0,70000,822.6058823529411,401.0,1.0,0.24096298897262852,0.5151515151515151,536,1층,A블록,11,4,1626,1480,89,1층 E블록11열 8,2200.499262,26.19495404,18.95413249,100,0,0,9.385044112210168e-11,0.673,33.65500923046333,2.3179810871049784,-90.05866927264083,0,0
1층 A블록11열 5,21,37,10000,40131.57894736842,70000,537.6420634920635,401.0,1.0,0.2791041435331574,0.5675675675675675,537,1층,A블록,11,5,1570,1495,89,1층 E블록11열 7,2169.757129,27.37983062,18.76717101,100,0,0,9.789637893582184e-11,0.69,32.36549424613564,2.350841638454598,-120.8030204229086,0,0
1층 A블록11열 6,16,30,10000,40394.73684210526,70000,857.2385416666666,382.0,3.0,0.2855885207098832,0.5333333333333333,538,1층,A블록,11,6,1521,1507,89,1층 E블록11열 6,2142.991134,28.43484845,18.59017022,100,0,0,1.0161056755524072e-10,0.704,31.22866247576563,2.380220488286107,-147.57106066084364,0,0
1층 A블록11열 7,24,36,10000,41052.63157894737,80000,574.2354166666667,382.0,3.0,0.3103436916963298,0.6666666666666666,539,1층,A블록,11,7,1471,1519,89,1층 E블록11열 5,2116.393867,29.52885645,18.38595435,100,0,0,1.0548981166820555e-10,0.718,30.044037068118342,2.410150878384254,-174.17043202025354,2,0
1층 A블록11열 8,19,32,10000,41842.10526315789,80000,609.7087719298246,382.0,2.0,0.30270334246604785,0.59375,540,1층,A블록,11,8,1421,1531,89,1층 E블록11열 4,2090.723081,30.63745037,18.15374501,100,0,0,1.0942346392093975e-10,0.733,28.829738542536724,2.439761525163352,-199.8432667726644,2,0
1층 A블록11열 9,20,36,10000,42631.57894736842,80000,690.9258333333333,382.0,6.0,0.26530946884557705,0.5555555555555556,541,1층,A블록,11,9,1368,1544,89,1층 E블록11열 3,2064.771416,31.82337604,17.87217585,100,0,0,1.1360149897669371e-10,0.748,27.5050322132671,2.470445258343255,-225.79694027464328,0,2
1층 A블록12열 1,15,34,10000,38289.47368421053,70000,749.31,527.0,6.0,0.20490382720678899,0.4411764705882353,593,1층,A블록,12,1,1813,1526,109,1층 E블록12열 12,2372.240713,22.91077296,18.38744907,100,0,0,7.490722950312028e-11,0.644,35.80062132192327,2.6335605598493737,81.69342674673001,0,0
1층 A블록12열 10,21,36,10000,42236.84210526316,75000,722.5230158730159,382.0,6.0,0.2680347067202136,0.5833333333333334,602,1층,A블록,12,10,1378,1640,109,1층 E블록12열 3,2144.846148,31.33156098,16.74510724,100,0,0,1.0134715557958224e-10,0.766,25.92635325604396,2.9129974111375496,-145.70771107321548,0,2
1층 A블록12열 11,20,34,10000,43157.89473684211,80000,681.0575,382.0,6.0,0.27185373637808735,0.5882352941176471,603,1층,A블록,12,11,1329,1650,109,1층 E블록12열 2,2121.466945,32.32927171,16.47329241,100,0,0,1.0473484444543579e-10,0.779,24.737765939069664,2.94512766609696,-169.08748963858278,2,2
1층 A블록12열 12,22,36,10000,43684.21052631579,80000,745.9371212121212,382.0,6.0,0.27531596384765933,0.6111111111111112,604,1층,A블록,12,12,1280,1660,109,1층 E블록12열 1,2099.019057,33.32789826,16.17488065,100,0,0,1.0813115833553048e-10,0.792,23.52315537177157,2.976652451882796,-191.53573369237645,2,2
1층 A블록12열 2,19,37,10000,37894.73684210526,70000,890.8315789473684,382.0,6.0,0.2214298070728547,0.5135135135135135,594,1층,A블록,12,2,1765,1540,109,1층 E블록12열 11,2344.931982,23.78374885,18.27545476,100,0,0,7.755490143571029e-11,0.657,34.78251263426752,2.664252613429621,54.38412037416068,0,0
1층 A블록12열 3,15,34,10000,38684.21052631579,70000,761.9511111111111,382.0,6.0,0.20056301582869798,0.4411764705882353,595,1층,A블록,12,3,1717,1553,109,1층 E블록12열 10,2317.709861,24.67212069,18.15461161,100,0,0,8.03198325522292e-11,0.671,33.759045751271294,2.6955679447101875,27.161306476882764,0,0
1층 A블록12열 4,16,36,10000,39473.68421052631,70000,959.7135416666666,382.0,6.0,0.1932616287209636,0.4444444444444444,596,1층,A블록,12,4,1668,1567,109,1층 E블록12열 9,2291.199249,25.59869084,18.00319608,100,0,0,8.314026896937214e-11,0.685,32.676153417051204,2.7267807892926945,0.6499408315909546,0,0
1층 A블록12열 5,18,34,10000,39736.84210526316,70000,667.5999999999999,382.0,3.0,0.24178745187353237,0.5294117647058824,597,1층,A블록,12,5,1620,1581,109,1층 E블록12열 8,2266.239617,26.52149569,17.83064856,100,0,0,8.591767535628174e-11,0.698,31.58594124320951,2.7568357447586984,-24.31044159181961,0,0
1층 A블록12열 6,20,36,10000,39868.42105263158,70000,874.3066666666666,382.0,3.0,0.26293903276957825,0.5555555555555556,598,1층,A블록,12,6,1572,1593,109,1층 E블록12열 7,2240.694981,27.45514935,17.65814384,100,0,0,8.888976865200201e-11,0.712,30.507745625143546,2.788289242488845,-49.85592841148863,0,0
1층 A블록12열 7,17,33,10000,40526.31578947369,70000,633.6745098039216,382.0,3.0,0.2695345291649862,0.5151515151515151,599,1층,A블록,12,7,1523,1604,109,1층 E블록12열 6,2214.548712,28.42157678,17.47326464,100,0,0,9.207554266553619e-11,0.725,29.40407668860504,2.821235906472065,-76.00313489683937,0,0
1층 A블록12열 8,24,36,10000,40921.05263157895,70000,828.6999999999999,382.0,3.0,0.3198288654419872,0.6666666666666666,600,1층,A블록,12,8,1475,1616,109,1층 E블록12열 5,2190.653327,29.3788233,17.25553582,100,0,0,9.512157520875176e-11,0.739,28.276090429484604,2.8520349158364366,-99.8993029295758,2,0
1층 A블록12열 9,19,32,10000,41447.36842105263,75000,650.2368421052631,382.0,6.0,0.2956428204197503,0.59375,601,1층,A블록,12,9,1426,1628,109,1층 E블록12열 4,2166.965851,30.36360386,17.01161763,100,0,0,9.827516867361536e-11,0.752,27.103712433676712,2.883237199175856,-123.58749051701224,2,2
1층 A블록13열 1,15,35,10000,38026.31578947369,70000,926.2277777777779,527.0,6.0,0.20403798452154182,0.42857142857142855,655,1층,A블록,13,1,1838,1618,130,1층 E블록13열 12,2452.155786,22.82282427,17.48742552,100,0,0,6.781969422364956e-11,0.661,34.60614264466711,3.038936120465635,161.61237982298724,0,0
1층 A블록13열 10,17,32,10000,41315.78947368421,75000,653.2901960784314,382.0,6.0,0.3004389025413768,0.53125,664,1층,A블록,13,10,1400,1732,130,1층 E블록13열 3,2230.857234,30.56699395,15.7944543,100,0,0,9.007093392028171e-11,0.778,24.91285378123253,3.340721791714363,-59.684293526846965,0,0
1층 A블록13열 11,23,37,10000,41973.68421052631,75000,653.6253623188405,382.0,6.0,0.3084877952343897,0.6216216216216216,665,1층,A블록,13,11,1347,1743,130,1층 E블록13열 2,2206.662185,31.54017853,15.50111671,100,0,0,9.306629866560964e-11,0.791,23.66080355176133,3.377393542829434,-83.87879738190017,2,2
1층 A블록13열 12,23,35,10000,42500.0,80000,432.036231884058,324.0,3.0,0.40515090778092294,0.6571428571428571,666,1층,A블록,13,12,1298,1753,130,1층 E블록13열 1,2185.111668,32.43885668,15.20711465,100,0,0,9.584712529620823e-11,0.804,22.48166729599109,3.410742069097604,-105.42860281031184,2,2
1층 A블록13열 2,15,36,10000,38421.05263157895,70000,686.6322222222223,527.0,6.0,0.18246367860375753,0.4166666666666667,656,1층,A블록,13,2,1790,1631,130,1층 E블록13열 11,2425.110513,23.62704192,17.37403425,100,0,0,7.0114105382967e-11,0.674,33.62481402752482,3.0728592397553154,134.56732797788789,0,0
1층 A블록13열 3,17,37,10000,38157.89473684211,70000,847.4480392156863,527.0,5.0,0.20738587794057758,0.4594594594594595,657,1층,A블록,13,3,1742,1645,130,1층 E블록13열 10,2399.476818,24.44809717,17.23354904,100,0,0,7.238529099594949e-11,0.687,32.60419701358006,3.1057187209369874,108.93381798862691,0,0
1층 A블록13열 4,13,32,10000,38552.63157894737,70000,671.2410256410257,527.0,5.0,0.21430853356766602,0.40625,658,1층,A블록,13,4,1694,1658,130,1층 E블록13열 9,2373.920807,25.28023391,17.08446283,100,0,0,7.474829984690273e-11,0.699,31.579081342009623,3.1391860840483483,83.37793175875396,3,0
1층 A블록13열 5,20,37,10000,38421.05263157895,70000,787.5416666666667,382.0,6.0,0.24877365435404292,0.5405405405405406,659,1층,A블록,13,5,1646,1672,130,1층 E블록13열 8,2349.851059,26.12444952,16.90645723,100,0,0,7.706887002308571e-11,0.713,30.51479336821735,3.171373777292317,59.30834571659067,0,0
1층 A블록13열 6,17,33,10000,39078.94736842105,70000,543.4598039215686,382.0,6.0,0.2538351061462395,0.5151515151515151,660,1층,A블록,13,6,1594,1685,130,1층 E블록13열 7,2323.136027,27.04887493,16.71327475,100,0,0,7.975833520949421e-11,0.726,29.37407126861163,3.207881103274677,32.59341728357061,0,0
1층 A블록13열 7,17,35,10000,39605.26315789474,70000,822.756862745098,382.0,4.0,0.25944830479185205,0.4857142857142857,661,1층,A블록,13,7,1546,1697,130,1층 E블록13열 6,2299.309679,27.91123733,16.51410478,100,0,0,8.226357848842793e-11,0.739,28.29788587272291,3.241157744996649,8.767209547231182,0,0
1층 A블록13열 8,18,33,10000,40394.73684210526,70000,676.6398148148148,382.0,6.0,0.26073990849221884,0.5454545454545454,662,1층,A블록,13,8,1497,1708,130,1층 E블록13열 5,2274.900657,28.8003808,16.30251051,100,0,0,8.494008506803351e-11,0.752,27.19714536543573,3.27597216833652,-15.641678133076123,0,0
1층 A블록13열 9,20,37,10000,40789.47368421053,70000,660.0983333333334,382.0,6.0,0.2572640063852081,0.5405405405405406,663,1층,A블록,13,9,1449,1720,130,1층 E블록13열 4,2252.754092,29.67372734,16.06097682,100,0,0,8.746990166773307e-11,0.765,26.07594600522436,3.308213533872036,-37.787913674947525,0,0
1층 A블록15열 1,13,36,10000,38421.05263157895,70000,519.1307692307693,527.0,3.0,0.21536651617041777,0.3611111111111111,755,1층,A블록,15,1,1878,1829,172,1층 E블록15열 12,2627.11039,22.64174772,15.64438564,100,1,0,5.5152478489508045e-11,0.698,31.721061550479828,3.753907020554319,336.5743365378069,3,0
1층 A블록15열 10,37,38,10000,40789.47368421053,75000,543.6274774774774,354.0,1.0,0.6089861862001816,0.9736842105263158,764,1층,A블록,15,10,1439,1943,172,1층 E블록15열 3,2423.954207,29.01848122,13.87852505,100,1,0,7.021449346948857e-11,0.804,22.487675100452066,4.069038468586991,133.43494521262403,2,0
1층 A블록15열 11,37,38,10000,40657.89473684211,70000,543.6274774774774,354.0,1.0,0.6089861862001816,0.9736842105263158,765,1층,A블록,15,11,1387,1954,172,1층 E블록15열 2,2402.388187,29.78162988,13.59976585,100,1,0,7.212244628848269e-11,0.815,21.33187956017033,4.1056282248752405,111.8713687358789,2,0
1층 A블록15열 12,37,38,10000,41184.21052631579,70000,543.6274774774774,354.0,1.0,0.6089861862001816,0.9736842105263158,766,1층,A블록,15,12,1338,1964,172,1층 E블록15열 1,2382.67161,30.49709204,13.32161574,100,1,0,7.392773995110309e-11,0.826,20.228902439362788,4.139661241639449,92.15726392258726,2,0
1층 A블록15열 2,13,37,10000,38684.21052631579,70000,534.5935897435897,527.0,6.0,0.1891058686873594,0.35135135135135137,756,1층,A블록,15,2,1830,1843,172,1층 E블록15열 11,2602.908565,23.32092637,15.50174554,100,1,0,5.6705249097606796e-11,0.71,30.76096806937696,3.788861550381334,312.3742112308455,3,0
1층 A블록15열 3,12,37,10000,38421.05263157895,70000,608.2708333333334,527.0,6.0,0.17884409436772872,0.32432432432432434,757,1층,A블록,15,3,1782,1856,172,1층 E블록15열 10,2578.729144,24.00681824,15.3526829,100,1,0,5.831534030665132e-11,0.721,29.79847256344925,3.8244403716776905,288.1964707822136,3,0
1층 A블록15열 4,13,34,10000,39210.52631578947,70000,743.6717948717949,521.0,6.0,0.20997731705179196,0.38235294117647056,758,1층,A블록,15,4,1733,1869,172,1층 E블록15열 9,2554.610342,24.71368312,15.18728088,100,1,0,5.998269878021927e-11,0.733,28.801478249435544,3.8606024862496726,264.0793910341359,3,0
1층 A블록15열 5,16,37,10000,38552.63157894737,70000,596.609375,401.0,6.0,0.22631221983388664,0.43243243243243246,759,1층,A블록,15,5,1685,1883,172,1층 E블록15열 8,2532.685926,25.40991131,14.99874065,100,1,0,6.155395871787337e-11,0.745,27.787483940968983,3.8940734573143625,242.15673870526604,0,0
1층 A블록15열 6,13,33,10000,38815.78947368421,70000,516.8871794871795,401.0,6.0,0.23849059336875106,0.3939393939393939,760,1층,A블록,15,6,1634,1896,172,1층 E블록15열 7,2508.855516,26.15499809,14.79710679,100,1,0,6.332468621172927e-11,0.758,26.71899162525046,3.931119259668773,218.3282050309585,3,0
1층 A블록15열 7,15,36,10000,40131.57894736842,75000,533.8833333333333,354.0,5.0,0.26590010935744207,0.4166666666666667,761,1층,A블록,15,7,1585,1908,172,1층 E블록15열 6,2486.417704,26.87436489,14.59048299,100,1,0,6.505455818211444e-11,0.769,25.68060249083108,3.966650808267071,195.89225238475237,0,0
1층 A블록15열 8,14,26,10000,40526.31578947369,75000,711.1190476190476,354.0,1.0,0.3531077974329598,0.5384615384615384,762,1층,A블록,15,8,1537,1920,172,1층 E블록15열 5,2465.431605,27.57924644,14.36927469,100,1,0,6.672999970938609e-11,0.781,24.6417562319306,4.000470237176611,174.90808472880207,0,0
1층 A블록15열 9,37,38,10000,40526.31578947369,75000,543.6274774774774,354.0,1.0,0.6089861862001816,0.9736842105263158,763,1층,A블록,15,9,1488,1932,172,1층 E블록15열 4,2444.657849,28.29831335,14.1283384,100,1,0,6.844563337305812e-11,0.792,23.5667294625729,4.034520743255076,154.13641371085163,2,0
1층 A블록16열 1,14,37,10000,38684.21052631579,70000,387.9952380952381,484.0,6.0,0.22766459365894212,0.3783783783783784,819,1층,A블록,16,1,1825,1943,194,1층 E블록16열 11,2672.734555,23.4017033,14.69197415,100,0,0,5.237602248167451e-11,0.729,29.485329416176626,4.162465276739601,382.2029266456768,3,0
1층 A블록16열 10,15,33,10000,40526.31578947369,70000,505.65444444444444,382.0,4.0919841566179915,0.2764731692921883,0.45454545454545453,828,1층,A블록,16,10,1401,2048,194,1층 E블록16열 2,2488.923663,29.07159443,12.85802385,100,0,0,6.485825649571574e-11,0.825,20.6543675553476,4.470473514098575,198.4139037173709,0,0
1층 A블록16열 11,18,36,10000,40394.73684210526,70000,475.56388888888887,382.0,5.0,0.2891503722026602,0.5,829,1층,A블록,16,11,1354,2058,194,1층 E블록16열 1,2471.096113,29.69188228,12.5955705,100,0,0,6.627215413720209e-11,0.835,19.62076777170392,4.502791754308052,180.5893024649624,0,0
1층 A블록16열 2,13,36,10000,38684.21052631579,70000,425.66153846153844,484.0,6.0,0.22596146647191312,0.3611111111111111,820,1층,A블록,16,2,1778,1956,194,1층 E블록16열 10,2650.444491,24.02438996,14.53355522,100,0,0,5.370860355323578e-11,0.74,28.54981067290814,4.19753383466557,359.91504982956707,3,0
1층 A블록16열 3,14,36,10000,38684.21052631579,70000,401.85238095238094,401.0,6.0,0.24159932269186507,0.3888888888888889,821,1층,A블록,16,3,1732,1969,194,1층 E블록16열 9,2629.528665,24.63654581,14.36330001,100,0,0,5.500045363362229e-11,0.751,27.6150053594622,4.230982484615841,339.0014049811463,3,0
1층 A블록16열 4,15,35,10000,38684.21052631579,70000,575.9944444444444,401.0,6.0,0.23896043787887514,0.42857142857142855,822,1층,A블록,16,4,1685,1982,194,1층 E블록16열 8,2608.674951,25.2640082,14.17802493,100,0,0,5.633004470582198e-11,0.762,26.648608762309863,4.264867259888756,318.14996614530514,0,0
1층 A블록16열 5,16,37,10000,38947.36842105263,70000,422.05625,382.0,6.0,0.2381570121818281,0.43243243243243246,823,1층,A블록,16,5,1638,1993,194,1층 E블록16열 7,2587.030924,25.89642704,13.99501774,100,0,0,5.7755738286968857e-11,0.773,25.695021775115208,4.300615547511573,296.5082161356608,0,0
1층 A블록16열 6,13,33,10000,40000.0,70000,396.24743589743593,354.0,5.0,0.26090967167677964,0.3939393939393939,824,1층,A블록,16,6,1590,2005,194,1층 E블록16열 6,2566.273758,26.54118678,13.78740005,100,0,0,5.916856696548291e-11,0.784,24.694068482926745,4.335467116174465,275.7534796875082,3,0
1층 A블록16열 7,18,37,10000,40000.0,70000,742.4777777777778,354.0,3.0,0.2697725734789858,0.4864864864864865,825,1층,A블록,16,7,1543,2016,194,1층 E블록16열 5,2546.122739,27.17373099,13.57578465,100,0,0,6.058456492199526e-11,0.794,23.708649492591896,4.369846134177805,255.6049051110647,0,0
1층 A블록16열 8,13,31,10000,40000.0,70000,605.6974358974359,382.0,5.0,0.2398784460843382,0.41935483870967744,826,1층,A블록,16,8,1496,2028,194,1층 E블록16열 4,2527.535559,27.80015831,13.3414839,100,0,0,6.193101207225634e-11,0.805,22.69421656351945,4.402044582440966,237.02033292757196,0,0
1층 A블록16열 9,16,36,10000,40000.0,70000,687.0760416666667,382.0,5.0,0.214693942136431,0.4444444444444444,827,1층,A블록,16,9,1449,2039,194,1층 E블록16열 3,2508.935631,28.42622154,13.10075265,100,0,0,6.331862017897461e-11,0.815,21.678255921980867,4.434744107522304,218.4230994542502,0,0
1층 A블록17열 1,13,38,10000,38289.47368421053,70000,398.3974358974359,527.0,6.0,0.19620436266629335,0.34210526315789475,882,1층,A블록,17,1,1834,2039,216,1층 E블록17열 11,2750.95129,23.23107619,13.97480748,100,0,0,4.803428143200138e-11,0.743,28.31468169783693,4.503402261948314,460.4226447516235,3,0
1층 A블록17열 10,15,38,10000,39868.42105263158,70000,748.6388888888889,382.0,5.0,0.22921340184032135,0.39473684210526316,891,1층,A블록,17,10,1419,2142,216,1층 E블록17열 2,2578.445462,28.31779137,12.19311913,100,0,0,5.833459008263164e-11,0.834,19.86763009998716,4.805379597731764,287.9423731249351,3,0
1층 A블록17열 11,16,37,10000,40000.0,70000,641.8364583333333,382.0,5.0,0.26434766774698504,0.43243243243243246,892,1층,A블록,17,11,1373,2151,216,1층 E블록17열 1,2560.973643,28.87438063,11.95161952,100,0,0,5.953668829570922e-11,0.843,18.89495726561942,4.8382413845645305,270.4738235219716,0,0
1층 A블록17열 2,11,37,10000,38157.89473684211,70000,454.69848484848484,401.0,6.0,0.16915083414537493,0.2972972972972973,883,1층,A블록,17,2,1789,2052,216,1층 E블록17열 10,2730.912119,23.78149574,13.81546969,100,0,0,4.909947244425581e-11,0.754,27.42752255455093,4.536516770077629,440.386016066168,3,0
1층 A블록17열 3,12,35,10000,38289.47368421053,70000,487.59305555555557,401.0,6.0,0.200277366095248,0.34285714285714286,884,1층,A블록,17,3,1743,2066,216,1층 E블록17열 9,2711.652817,24.34375285,13.63557614,100,0,0,5.015309590097521e-11,0.764,26.497513117516043,4.568805247665542,421.129370455394,3,0
1층 A블록17열 4,17,37,10000,38026.31578947369,70000,566.3137254901961,401.0,6.0,0.2468701629727844,0.4594594594594595,885,1층,A블록,17,4,1697,2077,216,1층 E블록17열 8,2690.798023,24.91151113,13.46620422,100,0,0,5.1328278681418205e-11,0.774,25.594878996255204,4.604291496583098,400.2772285626475,0,0
1층 A블록17열 5,15,36,10000,38815.78947368421,70000,556.5833333333334,401.0,6.0,0.22350052840030976,0.4166666666666667,886,1층,A블록,17,5,1651,2088,216,1층 E블록17열 7,2670.618093,25.47986087,13.28484345,100,0,0,5.250064501917658e-11,0.784,24.67828386236152,4.639158739304014,380.10000637349697,0,0
1층 A블록17열 6,14,36,10000,38815.78947368421,70000,543.4785714285714,382.0,5.0,0.23827249367105055,0.3888888888888889,887,1층,A블록,17,6,1604,2099,216,1층 E블록17열 6,2650.523156,26.06067502,13.088777,100,0,0,5.370382163473422e-11,0.795,23.73065204904368,4.674408459588824,360.00790224709027,3,0
1층 A블록17열 7,16,37,10000,39473.68421052631,70000,584.4197916666667,354.0,3.0,0.23597282928764618,0.43243243243243246,888,1층,A블록,17,7,1558,2110,216,1층 E블록17열 5,2631.752268,26.62659514,12.88263493,100,0,0,5.486115951532643e-11,0.804,22.78628937971616,4.707823492409047,341.23988092690803,0,0
1층 A블록17열 8,14,37,10000,38947.36842105263,70000,595.0690476190476,382.0,3.0,0.19597183375532085,0.3783783783783784,889,1층,A블록,17,8,1512,2122,216,1층 E블록17열 4,2614.514104,27.1851112,12.65641471,100,0,0,5.595347106316793e-11,0.814,21.815766426932512,4.738934124319675,324.0047284453591,3,0
1층 A블록17열 9,12,36,10000,39605.26315789474,70000,683.4069444444444,382.0,4.0,0.20005253114607435,0.3333333333333333,890,1층,A블록,17,9,1466,2132,216,1층 E블록17열 3,2596.389031,27.74734664,12.43288273,100,0,0,5.7133483312472816e-11,0.824,20.85763603103307,4.772092483054134,305.8827051009136,3,0
1층 A블록18열 1,14,37,10000,37894.73684210526,70000,545.5607142857143,401.0,6.0,0.2018497881806336,0.3783783783783784,945,1층,A블록,18,1,1807,2146,238,1층 E블록18열 10,2815.529968,23.42441584,13.17144762,100,0,0,4.4804283568052366e-11,0.765,26.811758202133987,4.849064996447356,525.0043829572128,3,0
1층 A블록18열 10,17,37,10000,40000.0,70000,712.1892156862746,382.0,5.0,0.21669382687445066,0.4594594594594595,954,1층,A블록,18,10,1392,2244,238,1층 E블록18열 1,2651.385298,28.08668847,11.36201274,100,0,0,5.3651450596990446e-11,0.85,18.52550733247564,5.150053117895834,360.8892815346578,0,0
1층 A블록18열 2,13,36,10000,37763.15789473684,70000,464.151282051282,401.0,6.0,0.21228949059873656,0.3611111111111111,946,1층,A블록,18,2,1762,2159,238,1층 E블록18열 9,2796.885589,23.93244092,13.00193071,100,0,0,4.5706282153889446e-11,0.775,25.93184038957155,4.881467628238767,506.3629580478774,3,0
