seat,예매여부 sum,좌석 오픈 여부 sum,원가격추정 amin,원가격추정 mean,원가격추정 amax,거래까지걸린시간_시간 mean,거래까지걸린시간_등수 amax,거래까지걸린시간_등수 amin,표준화 등수 점수 mean,좌석 예매율,Unnamed: 0,층,블록,열,넘버,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,시야방해점수,좌석공간넓음,휠체어석,1/거리**3,무대정면과의각도,좌우시선각도,상하시선각도,주성분,before_smoothing_label,after_smoothing_label
1층 A블록10열 9,22,34,45000,67837.83783783784,110000,803.8242424242424,585.0,1.0,0.33104251559139536,0.6470588235294118,484,1층,A블록,10,9,1349,1451,69,1층 E블록10열 3,1982.413428,32.45722876,19.04376789,100,0,0,1.2835633490040008e-10,0.732,28.796777441482966,1.9946431958802189,-308.1701869689501,0,0
1층 A블록11열 1,25,37,20000,61216.21621621621,95000,1216.6480000000001,535.0,1.0,0.26139519537428474,0.6756756756756757,533,1층,A블록,11,1,1773,1439,89,1층 E블록11열 11,2285.206993,23.21582372,19.31916864,100,0,0,8.379601519738546e-11,0.63,36.90032556625118,2.2320141608159068,-5.345759125477288,0,0
1층 A블록11열 10,26,36,50000,69594.5945945946,110000,836.8852564102564,439.0,1.0,0.3938472890746456,0.7222222222222222,542,1층,A블록,11,10,1315,1556,89,1층 E블록11열 2,2039.186603,33.01876119,17.56909433,100,0,0,1.1793130170736562e-10,0.764,26.165433170035463,2.501460478086036,-251.38366400165452,0,0
1층 A블록11열 11,24,36,50000,68243.24324324324,110000,815.1833333333334,439.0,1.0,0.39177701147786076,0.6666666666666666,543,1층,A블록,11,11,1265,1566,89,1층 E블록11열 1,2015.068733,34.15547101,17.26792383,100,0,0,1.2221665892422158e-10,0.778,24.894706482051088,2.531419232576193,-275.5032703862973,0,0
1층 A블록11열 2,23,35,20000,61081.08108108108,95000,1234.6731884057972,535.0,1.0,0.2673008082194855,0.6571428571428571,534,1층,A블록,11,2,1724,1452,89,1층 E블록11열 10,2255.748435,24.18202467,19.22680122,100,0,0,8.712203392973636e-11,0.644,35.858755553024565,2.261177809924265,-34.80592924081329,0,0
1층 A블록11열 3,22,35,20000,61891.89189189189,95000,1083.6742424242423,535.0,1.0,0.257889693786079,0.6285714285714286,535,1층,A블록,11,3,1675,1466,89,1층 E블록11열 9,2227.712279,25.17742818,19.10197967,100,0,0,9.0452943474624e-11,0.659,34.770567088719616,2.289650198367247,-62.84381903823015,0,0
1층 A블록11열 4,19,36,20000,62837.83783783784,95000,872.2771929824561,585.0,1.0,0.2460882961862688,0.5277777777777778,536,1층,A블록,11,4,1626,1480,89,1층 E블록11열 8,2200.499262,26.19495404,18.95413249,100,0,0,9.385044112210168e-11,0.673,33.65500923046333,2.3179810871049784,-90.05866927264083,2,0
1층 A블록11열 5,19,36,25000,63513.51351351351,100000,834.5070175438598,585.0,1.0,0.2616267053822872,0.5277777777777778,537,1층,A블록,11,5,1570,1495,89,1층 E블록11열 7,2169.757129,27.37983062,18.76717101,100,0,0,9.789637893582184e-11,0.69,32.36549424613564,2.350841638454598,-120.8030204229086,2,0
1층 A블록11열 6,20,34,25000,65270.27027027027,100000,953.7825,535.0,1.0,0.2788323034693989,0.5882352941176471,538,1층,A블록,11,6,1521,1507,89,1층 E블록11열 6,2142.991134,28.43484845,18.59017022,100,0,0,1.0161056755524072e-10,0.704,31.22866247576563,2.380220488286107,-147.57106066084364,2,0
1층 A블록11열 7,23,36,25000,65405.40540540541,100000,933.0355072463768,358.0,1.0,0.291879136116143,0.6388888888888888,539,1층,A블록,11,7,1471,1519,89,1층 E블록11열 5,2116.393867,29.52885645,18.38595435,100,0,0,1.0548981166820555e-10,0.718,30.044037068118342,2.410150878384254,-174.17043202025354,0,0
1층 A블록11열 8,22,35,30000,66891.8918918919,100000,773.8068181818181,439.0,1.0,0.3205902032940452,0.6285714285714286,540,1층,A블록,11,8,1421,1531,89,1층 E블록11열 4,2090.723081,30.63745037,18.15374501,100,0,0,1.0942346392093975e-10,0.733,28.829738542536724,2.439761525163352,-199.8432667726644,0,0
1층 A블록11열 9,23,36,45000,68918.91891891892,110000,814.4355072463768,439.0,1.0,0.3250104402265794,0.6388888888888888,541,1층,A블록,11,9,1368,1544,89,1층 E블록11열 3,2064.771416,31.82337604,17.87217585,100,0,0,1.1360149897669371e-10,0.748,27.5050322132671,2.470445258343255,-225.79694027464328,0,0
1층 A블록12열 1,22,35,20000,59189.18918918919,80000,1049.094696969697,535.0,1.0,0.26597465828223577,0.6285714285714286,593,1층,A블록,12,1,1813,1526,109,1층 E블록12열 12,2372.240713,22.91077296,18.38744907,100,0,0,7.490722950312028e-11,0.644,35.80062132192327,2.6335605598493737,81.69342674673001,0,0
1층 A블록12열 10,21,35,35000,65945.94594594595,80000,632.3944444444445,439.0,1.0,0.3490160916883823,0.6,602,1층,A블록,12,10,1378,1640,109,1층 E블록12열 3,2144.846148,31.33156098,16.74510724,100,0,0,1.0134715557958224e-10,0.766,25.92635325604396,2.9129974111375496,-145.70771107321548,2,0
1층 A블록12열 11,22,36,40000,67567.56756756757,90000,717.0787878787879,439.0,1.0,0.345799379020507,0.6111111111111112,603,1층,A블록,12,11,1329,1650,109,1층 E블록12열 2,2121.466945,32.32927171,16.47329241,100,0,0,1.0473484444543579e-10,0.779,24.737765939069664,2.94512766609696,-169.08748963858278,0,0
1층 A블록12열 12,22,36,50000,67702.7027027027,90000,732.3416666666667,439.0,1.0,0.3456010865740399,0.6111111111111112,604,1층,A블록,12,12,1280,1660,109,1층 E블록12열 1,2099.019057,33.32789826,16.17488065,100,0,0,1.0813115833553048e-10,0.792,23.52315537177157,2.976652451882796,-191.53573369237645,0,0
1층 A블록12열 2,23,37,20000,59324.32432432433,80000,1022.1913043478262,535.0,1.0,0.24677039278222174,0.6216216216216216,594,1층,A블록,12,2,1765,1540,109,1층 E블록12열 11,2344.931982,23.78374885,18.27545476,100,0,0,7.755490143571029e-11,0.657,34.78251263426752,2.664252613429621,54.38412037416068,0,0
1층 A블록12열 3,22,36,25000,59864.86486486487,80000,1015.2530303030303,535.0,1.0,0.2544567950416749,0.6111111111111112,595,1층,A블록,12,3,1717,1553,109,1층 E블록12열 10,2317.709861,24.67212069,18.15461161,100,0,0,8.03198325522292e-11,0.671,33.759045751271294,2.6955679447101875,27.161306476882764,0,0
1층 A블록12열 4,20,35,25000,60540.54054054054,80000,1012.135,585.0,1.0,0.26130742126684137,0.5714285714285714,596,1층,A블록,12,4,1668,1567,109,1층 E블록12열 9,2291.199249,25.59869084,18.00319608,100,0,0,8.314026896937214e-11,0.685,32.676153417051204,2.7267807892926945,0.6499408315909546,2,0
1층 A블록12열 5,18,35,25000,61081.08108108108,80000,756.6638888888889,585.0,1.0,0.2689430709684807,0.5142857142857142,597,1층,A블록,12,5,1620,1581,109,1층 E블록12열 8,2266.239617,26.52149569,17.83064856,100,0,0,8.591767535628174e-11,0.698,31.58594124320951,2.7568357447586984,-24.31044159181961,2,0
1층 A블록12열 6,19,36,25000,61756.75675675676,80000,850.5807017543859,585.0,1.0,0.2643338978340745,0.5277777777777778,598,1층,A블록,12,6,1572,1593,109,1층 E블록12열 7,2240.694981,27.45514935,17.65814384,100,0,0,8.888976865200201e-11,0.712,30.507745625143546,2.788289242488845,-49.85592841148863,2,0
1층 A블록12열 7,19,34,25000,64189.18918918919,90000,768.4684210526317,507.0,1.0,0.31570855238315765,0.5588235294117647,599,1층,A블록,12,7,1523,1604,109,1층 E블록12열 6,2214.548712,28.42157678,17.47326464,100,0,0,9.207554266553619e-11,0.725,29.40407668860504,2.821235906472065,-76.00313489683937,2,0
1층 A블록12열 8,23,36,25000,65000.0,90000,752.054347826087,358.0,1.0,0.3568791634119964,0.6388888888888888,600,1층,A블록,12,8,1475,1616,109,1층 E블록12열 5,2190.653327,29.3788233,17.25553582,100,0,0,9.512157520875176e-11,0.739,28.276090429484604,2.8520349158364366,-99.8993029295758,0,0
1층 A블록12열 9,23,35,25000,64864.86486486487,80000,691.6166666666667,439.0,1.0,0.3714788351651632,0.6571428571428571,601,1층,A블록,12,9,1426,1628,109,1층 E블록12열 4,2166.965851,30.36360386,17.01161763,100,0,0,9.827516867361536e-11,0.752,27.103712433676712,2.883237199175856,-123.58749051701224,0,0
1층 A블록13열 1,22,36,20000,58918.91891891892,80000,1037.8431818181818,535.0,1.0,0.26187948227169455,0.6111111111111112,655,1층,A블록,13,1,1838,1618,130,1층 E블록13열 12,2452.155786,22.82282427,17.48742552,100,0,0,6.781969422364956e-11,0.661,34.60614264466711,3.038936120465635,161.61237982298724,0,0
1층 A블록13열 10,20,33,30000,65675.67567567568,100000,701.5566666666666,439.0,1.0,0.3550466523404173,0.6060606060606061,664,1층,A블록,13,10,1400,1732,130,1층 E블록13열 3,2230.857234,30.56699395,15.7944543,100,0,0,9.007093392028171e-11,0.778,24.91285378123253,3.340721791714363,-59.684293526846965,0,0
1층 A블록13열 11,26,36,40000,67162.16216216216,100000,704.9749999999999,439.0,1.0,0.39111811826790444,0.7222222222222222,665,1층,A블록,13,11,1347,1743,130,1층 E블록13열 2,2206.662185,31.54017853,15.50111671,100,0,0,9.306629866560964e-11,0.791,23.66080355176133,3.377393542829434,-83.87879738190017,0,0
1층 A블록13열 12,25,35,50000,68918.91891891892,110000,657.4839999999999,439.0,1.0,0.4205758925329371,0.7142857142857143,666,1층,A블록,13,12,1298,1753,130,1층 E블록13열 1,2185.111668,32.43885668,15.20711465,100,0,0,9.584712529620823e-11,0.804,22.48166729599109,3.410742069097604,-105.42860281031184,0,0
1층 A블록13열 2,23,36,20000,58918.91891891892,80000,1012.8398550724637,535.0,1.0,0.2727104061895321,0.6388888888888888,656,1층,A블록,13,2,1790,1631,130,1층 E블록13열 11,2425.110513,23.62704192,17.37403425,100,0,0,7.0114105382967e-11,0.674,33.62481402752482,3.0728592397553154,134.56732797788789,0,0
1층 A블록13열 3,23,36,25000,59459.45945945946,80000,1002.6492753623189,585.0,1.0,0.2746473949230269,0.6388888888888888,657,1층,A블록,13,3,1742,1645,130,1층 E블록13열 10,2399.476818,24.44809717,17.23354904,100,0,0,7.238529099594949e-11,0.687,32.60419701358006,3.1057187209369874,108.93381798862691,0,0
1층 A블록13열 4,22,35,25000,59459.45945945946,80000,880.0333333333333,585.0,1.0,0.30580756787866714,0.6285714285714286,658,1층,A블록,13,4,1694,1658,130,1층 E블록13열 9,2373.920807,25.28023391,17.08446283,100,0,0,7.474829984690273e-11,0.699,31.579081342009623,3.1391860840483483,83.37793175875396,0,0
1층 A블록13열 5,21,37,25000,61081.08108108108,80000,851.1103174603174,439.0,1.0,0.30136903502748275,0.5675675675675675,659,1층,A블록,13,5,1646,1672,130,1층 E블록13열 8,2349.851059,26.12444952,16.90645723,100,0,0,7.706887002308571e-11,0.713,30.51479336821735,3.171373777292317,59.30834571659067,2,0
1층 A블록13열 6,23,36,25000,61621.62162162162,80000,1177.494927536232,507.0,1.0,0.31040090741902976,0.6388888888888888,660,1층,A블록,13,6,1594,1685,130,1층 E블록13열 7,2323.136027,27.04887493,16.71327475,100,0,0,7.975833520949421e-11,0.726,29.37407126861163,3.207881103274677,32.59341728357061,0,0
1층 A블록13열 7,22,36,25000,63783.78378378379,90000,1101.5318181818182,507.0,1.0,0.29327328838629463,0.6111111111111112,661,1층,A블록,13,7,1546,1697,130,1층 E블록13열 6,2299.309679,27.91123733,16.51410478,100,0,0,8.226357848842793e-11,0.739,28.29788587272291,3.241157744996649,8.767209547231182,0,0
1층 A블록13열 8,20,35,30000,63783.78378378379,80000,931.8075000000001,439.0,1.0,0.2812280933556493,0.5714285714285714,662,1층,A블록,13,8,1497,1708,130,1층 E블록13열 5,2274.900657,28.8003808,16.30251051,100,0,0,8.494008506803351e-11,0.752,27.19714536543573,3.27597216833652,-15.641678133076123,2,0
1층 A블록13열 9,22,36,30000,64324.32432432433,80000,775.2280303030303,535.0,1.0,0.3135839303284793,0.6111111111111112,663,1층,A블록,13,9,1449,1720,130,1층 E블록13열 4,2252.754092,29.67372734,16.06097682,100,0,0,8.746990166773307e-11,0.765,26.07594600522436,3.308213533872036,-37.787913674947525,0,0
1층 A블록15열 1,24,35,20000,57297.2972972973,80000,1006.3291666666668,412.0,1.0,0.3010062557921626,0.6857142857142857,755,1층,A블록,15,1,1878,1829,172,1층 E블록15열 12,2627.11039,22.64174772,15.64438564,100,1,0,5.5152478489508045e-11,0.698,31.721061550479828,3.753907020554319,336.5743365378069,0,0
1층 A블록15열 10,35,37,35000,63378.37837837838,100000,686.1566666666666,517.0,1.0,0.6159783559020796,0.9459459459459459,764,1층,A블록,15,10,1439,1943,172,1층 E블록15열 3,2423.954207,29.01848122,13.87852505,100,1,0,7.021449346948857e-11,0.804,22.487675100452066,4.069038468586991,133.43494521262403,0,0
1층 A블록15열 11,35,37,35000,63513.51351351351,100000,686.1566666666666,517.0,1.0,0.6159783559020796,0.9459459459459459,765,1층,A블록,15,11,1387,1954,172,1층 E블록15열 2,2402.388187,29.78162988,13.59976585,100,1,0,7.212244628848269e-11,0.815,21.33187956017033,4.1056282248752405,111.8713687358789,0,0
1층 A블록15열 12,35,37,40000,63513.51351351351,100000,686.1566666666666,517.0,1.0,0.6159783559020796,0.9459459459459459,766,1층,A블록,15,12,1338,1964,172,1층 E블록15열 1,2382.67161,30.49709204,13.32161574,100,1,0,7.392773995110309e-11,0.826,20.228902439362788,4.139661241639449,92.15726392258726,0,0
1층 A블록15열 2,26,36,20000,57432.43243243243,80000,918.5698717948718,439.0,1.0,0.3171026954976728,0.7222222222222222,756,1층,A블록,15,2,1830,1843,172,1층 E블록15열 11,2602.908565,23.32092637,15.50174554,100,1,0,5.6705249097606796e-11,0.71,30.76096806937696,3.788861550381334,312.3742112308455,0,0
1층 A블록15열 3,24,35,20000,57567.56756756757,80000,932.5583333333334,439.0,1.0,0.31611914002216635,0.6857142857142857,757,1층,A블록,15,3,1782,1856,172,1층 E블록15열 10,2578.729144,24.00681824,15.3526829,100,1,0,5.831534030665132e-11,0.721,29.79847256344925,3.8244403716776905,288.1964707822136,0,0
1층 A블록15열 4,25,34,20000,60135.13513513513,100000,1076.0606666666667,535.0,1.0,0.367915335484619,0.7352941176470589,758,1층,A블록,15,4,1733,1869,172,1층 E블록15열 9,2554.610342,24.71368312,15.18728088,100,1,0,5.998269878021927e-11,0.733,28.801478249435544,3.8606024862496726,264.0793910341359,0,0
1층 A블록15열 5,27,37,45000,61756.75675675676,100000,982.4808641975309,535.0,1.0,0.34452769450311477,0.7297297297297297,759,1층,A블록,15,5,1685,1883,172,1층 E블록15열 8,2532.685926,25.40991131,14.99874065,100,1,0,6.155395871787337e-11,0.745,27.787483940968983,3.8940734573143625,242.15673870526604,0,0
1층 A블록15열 6,27,36,45000,62567.56756756757,100000,921.0808641975309,535.0,1.0,0.38727248750188614,0.75,760,1층,A블록,15,6,1634,1896,172,1층 E블록15열 7,2508.855516,26.15499809,14.79710679,100,1,0,6.332468621172927e-11,0.758,26.71899162525046,3.931119259668773,218.3282050309585,0,0
1층 A블록15열 7,20,35,35000,63243.24324324324,100000,729.1491666666667,535.0,1.0,0.3100146415378645,0.5714285714285714,761,1층,A블록,15,7,1585,1908,172,1층 E블록15열 6,2486.417704,26.87436489,14.59048299,100,1,0,6.505455818211444e-11,0.769,25.68060249083108,3.966650808267071,195.89225238475237,2,0
1층 A블록15열 8,20,35,35000,62972.97297297297,100000,623.4358333333333,439.0,1.0,0.3191292860149275,0.5714285714285714,762,1층,A블록,15,8,1537,1920,172,1층 E블록15열 5,2465.431605,27.57924644,14.36927469,100,1,0,6.672999970938609e-11,0.781,24.6417562319306,4.000470237176611,174.90808472880207,2,0
1층 A블록15열 9,35,37,35000,62702.7027027027,100000,686.1566666666666,517.0,1.0,0.6159783559020796,0.9459459459459459,763,1층,A블록,15,9,1488,1932,172,1층 E블록15열 4,2444.657849,28.29831335,14.1283384,100,1,0,6.844563337305812e-11,0.792,23.5667294625729,4.034520743255076,154.13641371085163,0,0
1층 A블록16열 1,22,36,20000,56216.21621621621,80000,1016.2386363636364,488.0,1.0,0.2565594691501074,0.6111111111111112,819,1층,A블록,16,1,1825,1943,194,1층 E블록16열 11,2672.734555,23.4017033,14.69197415,100,0,0,5.237602248167451e-11,0.729,29.485329416176626,4.162465276739601,382.2029266456768,0,0
1층 A블록16열 10,25,35,45000,62972.97297297297,100000,903.8660000000001,507.0,1.0,0.3358548781008177,0.7142857142857143,828,1층,A블록,16,10,1401,2048,194,1층 E블록16열 2,2488.923663,29.07159443,12.85802385,100,0,0,6.485825649571574e-11,0.825,20.6543675553476,4.470473514098575,198.4139037173709,0,0
1층 A블록16열 11,29,37,40000,62297.2972972973,100000,976.7597701149425,507.0,1.0,0.3605800365316375,0.7837837837837838,829,1층,A블록,16,11,1354,2058,194,1층 E블록16열 1,2471.096113,29.69188228,12.5955705,100,0,0,6.627215413720209e-11,0.835,19.62076777170392,4.502791754308052,180.5893024649624,0,0
1층 A블록16열 2,24,35,20000,56351.35135135135,80000,968.807638888889,585.0,1.0,0.3190576332789654,0.6857142857142857,820,1층,A블록,16,2,1778,1956,194,1층 E블록16열 10,2650.444491,24.02438996,14.53355522,100,0,0,5.370860355323578e-11,0.74,28.54981067290814,4.19753383466557,359.91504982956707,0,0
1층 A블록16열 3,24,35,20000,58648.64864864865,100000,1175.9729166666668,585.0,1.0,0.3101522522074486,0.6857142857142857,821,1층,A블록,16,3,1732,1969,194,1층 E블록16열 9,2629.528665,24.63654581,14.36330001,100,0,0,5.500045363362229e-11,0.751,27.6150053594622,4.230982484615841,339.0014049811463,0,0
1층 A블록16열 4,20,35,30000,59459.45945945946,100000,1016.3391666666666,447.0,1.0,0.2488863652698836,0.5714285714285714,822,1층,A블록,16,4,1685,1982,194,1층 E블록16열 8,2608.674951,25.2640082,14.17802493,100,0,0,5.633004470582198e-11,0.762,26.648608762309863,4.264867259888756,318.14996614530514,2,0
1층 A블록16열 5,21,37,35000,59864.86486486487,100000,941.8746031746033,447.0,1.0,0.2562539738678488,0.5675675675675675,823,1층,A블록,16,5,1638,1993,194,1층 E블록16열 7,2587.030924,25.89642704,13.99501774,100,0,0,5.7755738286968857e-11,0.773,25.695021775115208,4.300615547511573,296.5082161356608,2,0
1층 A블록16열 6,23,34,35000,60945.94594594595,100000,867.2340579710145,439.0,1.0,0.3041472487455943,0.6764705882352942,824,1층,A블록,16,6,1590,2005,194,1층 E블록16열 6,2566.273758,26.54118678,13.78740005,100,0,0,5.916856696548291e-11,0.784,24.694068482926745,4.335467116174465,275.7534796875082,0,0
1층 A블록16열 7,22,35,35000,62027.02702702703,100000,790.8840909090909,439.0,1.0,0.2754182082541479,0.6285714285714286,825,1층,A블록,16,7,1543,2016,194,1층 E블록16열 5,2546.122739,27.17373099,13.57578465,100,0,0,6.058456492199526e-11,0.794,23.708649492591896,4.369846134177805,255.6049051110647,0,0
1층 A블록16열 8,22,36,35000,61891.89189189189,100000,759.425,507.0,1.0,0.2893722320896315,0.6111111111111112,826,1층,A블록,16,8,1496,2028,194,1층 E블록16열 4,2527.535559,27.80015831,13.3414839,100,0,0,6.193101207225634e-11,0.805,22.69421656351945,4.402044582440966,237.02033292757196,0,0
1층 A블록16열 9,21,35,40000,62432.43243243243,100000,779.0920634920635,507.0,1.0,0.29170081028332057,0.6,827,1층,A블록,16,9,1449,2039,194,1층 E블록16열 3,2508.935631,28.42622154,13.10075265,100,0,0,6.331862017897461e-11,0.815,21.678255921980867,4.434744107522304,218.4230994542502,2,0
1층 A블록17열 1,22,37,20000,55270.27027027027,80000,1091.5916666666667,535.0,1.0,0.24453165256884554,0.5945945945945946,882,1층,A블록,17,1,1834,2039,216,1층 E블록17열 11,2750.95129,23.23107619,13.97480748,100,0,0,4.803428143200138e-11,0.743,28.31468169783693,4.503402261948314,460.4226447516235,2,0
1층 A블록17열 10,26,37,25000,61756.75675675676,100000,900.7314102564103,507.0,1.0,0.33342351826148137,0.7027027027027027,891,1층,A블록,17,10,1419,2142,216,1층 E블록17열 2,2578.445462,28.31779137,12.19311913,100,0,0,5.833459008263164e-11,0.834,19.86763009998716,4.805379597731764,287.9423731249351,0,0
1층 A블록17열 11,27,35,25000,61351.35135135135,100000,1041.3820987654321,507.0,1.0,0.362716730401602,0.7714285714285715,892,1층,A블록,17,11,1373,2151,216,1층 E블록17열 1,2560.973643,28.87438063,11.95161952,100,0,0,5.953668829570922e-11,0.843,18.89495726561942,4.8382413845645305,270.4738235219716,0,0
1층 A블록17열 2,23,36,20000,55810.81081081081,80000,975.0536231884058,535.0,1.0,0.28505403708455307,0.6388888888888888,883,1층,A블록,17,2,1789,2052,216,1층 E블록17열 10,2730.912119,23.78149574,13.81546969,100,0,0,4.909947244425581e-11,0.754,27.42752255455093,4.536516770077629,440.386016066168,0,0
1층 A블록17열 3,23,35,20000,56756.75675675676,100000,902.9586956521739,535.0,1.0,0.3058244689133027,0.6571428571428571,884,1층,A블록,17,3,1743,2066,216,1층 E블록17열 9,2711.652817,24.34375285,13.63557614,100,0,0,5.015309590097521e-11,0.764,26.497513117516043,4.568805247665542,421.129370455394,0,0
1층 A블록17열 4,23,36,35000,59324.32432432433,100000,953.1427536231884,585.0,1.0,0.2876161487922362,0.6388888888888888,885,1층,A블록,17,4,1697,2077,216,1층 E블록17열 8,2690.798023,24.91151113,13.46620422,100,0,0,5.1328278681418205e-11,0.774,25.594878996255204,4.604291496583098,400.2772285626475,0,0
1층 A블록17열 5,22,35,40000,59594.59459459459,100000,924.3030303030304,585.0,1.0,0.3058174975368982,0.6285714285714286,886,1층,A블록,17,5,1651,2088,216,1층 E블록17열 7,2670.618093,25.47986087,13.28484345,100,0,0,5.250064501917658e-11,0.784,24.67828386236152,4.639158739304014,380.10000637349697,0,0
1층 A블록17열 6,23,36,40000,60270.27027027027,100000,836.7072463768116,535.0,1.0,0.3252880047497465,0.6388888888888888,887,1층,A블록,17,6,1604,2099,216,1층 E블록17열 6,2650.523156,26.06067502,13.088777,100,0,0,5.370382163473422e-11,0.795,23.73065204904368,4.674408459588824,360.00790224709027,0,0
1층 A블록17열 7,23,34,40000,60810.81081081081,100000,871.2775362318841,403.6430004627154,1.0,0.3438064627297069,0.6764705882352942,888,1층,A블록,17,7,1558,2110,216,1층 E블록17열 5,2631.752268,26.62659514,12.88263493,100,0,0,5.486115951532643e-11,0.804,22.78628937971616,4.707823492409047,341.23988092690803,0,0
1층 A블록17열 8,25,37,35000,60945.94594594595,100000,955.1953333333335,507.0,1.0,0.3126397471950975,0.6756756756756757,889,1층,A블록,17,8,1512,2122,216,1층 E블록17열 4,2614.514104,27.1851112,12.65641471,100,0,0,5.595347106316793e-11,0.814,21.815766426932512,4.738934124319675,324.0047284453591,0,0
1층 A블록17열 9,23,34,35000,61216.21621621621,100000,970.3934782608695,507.0,1.0,0.32394111416656757,0.6764705882352942,890,1층,A블록,17,9,1466,2132,216,1층 E블록17열 3,2596.389031,27.74734664,12.43288273,100,0,0,5.7133483312472816e-11,0.824,20.85763603103307,4.772092483054134,305.8827051009136,0,0
1층 A블록18열 1,23,36,20000,55675.67567567567,80000,943.2130434782609,439.0,1.0,0.3032337916697677,0.6388888888888888,945,1층,A블록,18,1,1807,2146,238,1층 E블록18열 10,2815.529968,23.42441584,13.17144762,100,0,0,4.4804283568052366e-11,0.765,26.811758202133987,4.849064996447356,525.0043829572128,0,0
1층 A블록18열 10,27,37,30000,61486.48648648649,100000,962.8154320987654,535.0,2.0,0.34861786071824086,0.7297297297297297,954,1층,A블록,18,10,1392,2244,238,1층 E블록18열 1,2651.385298,28.08668847,11.36201274,100,0,0,5.3651450596990446e-11,0.85,18.52550733247564,5.150053117895834,360.8892815346578,0,0
