seat,예매여부 sum,좌석 오픈 여부 sum,원가격추정 amin,원가격추정 mean,원가격추정 amax,거래까지걸린시간_시간 mean,거래까지걸린시간_등수 amax,거래까지걸린시간_등수 amin,표준화 등수 점수 mean,좌석 예매율,Unnamed: 0,층,블록,열,넘버,X,Y,Z,대칭점,무대까지의 거리,좌우면적시야각,상하면적시야각,시야방해점수,좌석공간넓음,휠체어석,1/거리**3,무대정면과의각도,좌우시선각도,상하시선각도,주성분,before_smoothing_label,after_smoothing_label
1층 A블록12열 5,16,34,60000,84736.84210526316,100000,907.7385416666666,967.0,2.0,0.20140627842256204,0.47058823529411764,597,1층,A블록,12,5,1620,1581,109,1층 E블록12열 8,2266.239617,26.52149569,17.83064856,100,0,0,8.591767535628174e-11,0.698,31.58594124320951,2.7568357447586984,-24.31044159181961,3,0
1층 A블록12열 6,21,37,60000,85131.57894736843,100000,981.6714285714287,967.0,2.0,0.20342921891095492,0.5675675675675675,598,1층,A블록,12,6,1572,1593,109,1층 E블록12열 7,2240.694981,27.45514935,17.65814384,100,0,0,8.888976865200201e-11,0.712,30.507745625143546,2.788289242488845,-49.85592841148863,0,0
1층 A블록12열 7,17,31,60000,85394.73684210527,100000,994.7392156862744,746.0,2.0,0.24305267408301684,0.5483870967741935,599,1층,A블록,12,7,1523,1604,109,1층 E블록12열 6,2214.548712,28.42157678,17.47326464,100,0,0,9.207554266553619e-11,0.725,29.40407668860504,2.821235906472065,-76.00313489683937,0,0
1층 A블록12열 8,23,36,60000,86447.36842105263,100000,868.0449275362319,909.0,2.0,0.28421481662593384,0.6388888888888888,600,1층,A블록,12,8,1475,1616,109,1층 E블록12열 5,2190.653327,29.3788233,17.25553582,100,0,0,9.512157520875176e-11,0.739,28.276090429484604,2.8520349158364366,-99.8993029295758,0,0
1층 A블록12열 9,23,34,60000,86710.52631578948,105000,899.0826086956522,909.0,2.0,0.3103538038139783,0.6764705882352942,601,1층,A블록,12,9,1426,1628,109,1층 E블록12열 4,2166.965851,30.36360386,17.01161763,100,0,0,9.827516867361536e-11,0.752,27.103712433676712,2.883237199175856,-123.58749051701224,2,0
1층 A블록13열 1,12,34,50000,84078.94736842105,100000,1105.5,942.0,35.0,0.12918676190819714,0.35294117647058826,655,1층,A블록,13,1,1838,1618,130,1층 E블록13열 12,2452.155786,22.82282427,17.48742552,100,0,0,6.781969422364956e-11,0.661,34.60614264466711,3.038936120465635,161.61237982298724,3,0
1층 A블록13열 10,17,33,60000,86710.52631578948,105000,901.192156862745,967.0,3.0,0.19026259114303762,0.5151515151515151,664,1층,A블록,13,10,1400,1732,130,1층 E블록13열 3,2230.857234,30.56699395,15.7944543,100,0,0,9.007093392028171e-11,0.778,24.91285378123253,3.340721791714363,-59.684293526846965,0,2
1층 A블록13열 11,17,37,60000,87763.15789473684,110000,862.0539215686274,749.0,2.0,0.20337269076294248,0.4594594594594595,665,1층,A블록,13,11,1347,1743,130,1층 E블록13열 2,2206.662185,31.54017853,15.50111671,100,0,0,9.306629866560964e-11,0.791,23.66080355176133,3.377393542829434,-83.87879738190017,3,2
1층 A블록13열 12,21,36,65000,88157.8947368421,115000,744.6857142857143,649.0,2.0,0.28875971653224863,0.5833333333333334,666,1층,A블록,13,12,1298,1753,130,1층 E블록13열 1,2185.111668,32.43885668,15.20711465,100,0,0,9.584712529620823e-11,0.804,22.48166729599109,3.410742069097604,-105.42860281031184,0,2
1층 A블록13열 2,18,36,50000,83815.78947368421,100000,1319.5953703703703,942.0,35.0,0.13895997589581155,0.5,656,1층,A블록,13,2,1790,1631,130,1층 E블록13열 11,2425.110513,23.62704192,17.37403425,100,0,0,7.0114105382967e-11,0.674,33.62481402752482,3.0728592397553154,134.56732797788789,0,0
1층 A블록13열 3,16,33,50000,84078.94736842105,100000,1263.66875,942.0,35.0,0.15193055942672587,0.48484848484848486,657,1층,A블록,13,3,1742,1645,130,1층 E블록13열 10,2399.476818,24.44809717,17.23354904,100,0,0,7.238529099594949e-11,0.687,32.60419701358006,3.1057187209369874,108.93381798862691,3,0
1층 A블록13열 4,15,34,50000,84078.94736842105,100000,1172.9433333333334,942.0,5.0,0.14505508802280148,0.4411764705882353,658,1층,A블록,13,4,1694,1658,130,1층 E블록13열 9,2373.920807,25.28023391,17.08446283,100,0,0,7.474829984690273e-11,0.699,31.579081342009623,3.1391860840483483,83.37793175875396,3,0
1층 A블록13열 5,19,38,60000,84605.26315789473,100000,996.8280701754386,749.0,5.0,0.16636481920479698,0.5,659,1층,A블록,13,5,1646,1672,130,1층 E블록13열 8,2349.851059,26.12444952,16.90645723,100,0,0,7.706887002308571e-11,0.713,30.51479336821735,3.171373777292317,59.30834571659067,0,0
1층 A블록13열 6,20,33,60000,84868.42105263157,100000,1121.4475,749.0,5.0,0.21042862329942733,0.6060606060606061,660,1층,A블록,13,6,1594,1685,130,1층 E블록13열 7,2323.136027,27.04887493,16.71327475,100,0,0,7.975833520949421e-11,0.726,29.37407126861163,3.207881103274677,32.59341728357061,0,0
1층 A블록13열 7,21,34,60000,85394.73684210527,100000,1059.757142857143,749.0,5.0,0.2227039535180877,0.6176470588235294,661,1층,A블록,13,7,1546,1697,130,1층 E블록13열 6,2299.309679,27.91123733,16.51410478,100,0,0,8.226357848842793e-11,0.739,28.29788587272291,3.241157744996649,8.767209547231182,0,0
1층 A블록13열 8,23,34,60000,85263.15789473684,100000,1093.9978260869566,749.0,5.0,0.28706934327703215,0.6764705882352942,662,1층,A블록,13,8,1497,1708,130,1층 E블록13열 5,2274.900657,28.8003808,16.30251051,100,0,0,8.494008506803351e-11,0.752,27.19714536543573,3.27597216833652,-15.641678133076123,2,2
1층 A블록13열 9,21,36,60000,86184.21052631579,105000,1085.5507936507936,967.0,5.0,0.19014168135890946,0.5833333333333334,663,1층,A블록,13,9,1449,1720,130,1층 E블록13열 4,2252.754092,29.67372734,16.06097682,100,0,0,8.746990166773307e-11,0.765,26.07594600522436,3.308213533872036,-37.787913674947525,0,2
1층 A블록15열 1,19,36,50000,83552.63157894737,100000,1168.0043859649122,913.0,2.0,0.15557648796562493,0.5277777777777778,755,1층,A블록,15,1,1878,1829,172,1층 E블록15열 12,2627.11039,22.64174772,15.64438564,100,1,0,5.5152478489508045e-11,0.698,31.721061550479828,3.753907020554319,336.5743365378069,0,0
1층 A블록15열 10,35,38,50000,86447.36842105263,105000,739.307619047619,714.0,12.0,0.5064508926907723,0.9210526315789473,764,1층,A블록,15,10,1439,1943,172,1층 E블록15열 3,2423.954207,29.01848122,13.87852505,100,1,0,7.021449346948857e-11,0.804,22.487675100452066,4.069038468586991,133.43494521262403,2,0
1층 A블록15열 11,35,38,50000,86710.52631578948,105000,739.307619047619,714.0,12.0,0.5064508926907723,0.9210526315789473,765,1층,A블록,15,11,1387,1954,172,1층 E블록15열 2,2402.388187,29.78162988,13.59976585,100,1,0,7.212244628848269e-11,0.815,21.33187956017033,4.1056282248752405,111.8713687358789,2,0
1층 A블록15열 12,35,38,50000,88289.47368421052,110000,739.307619047619,714.0,12.0,0.5064508926907723,0.9210526315789473,766,1층,A블록,15,12,1338,1964,172,1층 E블록15열 1,2382.67161,30.49709204,13.32161574,100,1,0,7.392773995110309e-11,0.826,20.228902439362788,4.139661241639449,92.15726392258726,2,2
1층 A블록15열 2,18,34,50000,82763.15789473684,100000,1280.9898148148147,909.0,2.0,0.1549733265119682,0.5294117647058824,756,1층,A블록,15,2,1830,1843,172,1층 E블록15열 11,2602.908565,23.32092637,15.50174554,100,1,0,5.6705249097606796e-11,0.71,30.76096806937696,3.788861550381334,312.3742112308455,0,0
1층 A블록15열 3,19,36,50000,83289.47368421052,100000,1252.4991228070176,909.0,2.0,0.14751066338664678,0.5277777777777778,757,1층,A블록,15,3,1782,1856,172,1층 E블록15열 10,2578.729144,24.00681824,15.3526829,100,1,0,5.831534030665132e-11,0.721,29.79847256344925,3.8244403716776905,288.1964707822136,0,0
1층 A블록15열 4,20,33,50000,84078.94736842105,100000,962.2908333333332,967.0,2.0,0.23860969943502786,0.6060606060606061,758,1층,A블록,15,4,1733,1869,172,1층 E블록15열 9,2554.610342,24.71368312,15.18728088,100,1,0,5.998269878021927e-11,0.733,28.801478249435544,3.8606024862496726,264.0793910341359,0,0
1층 A블록15열 5,23,34,50000,84473.68421052632,100000,972.9420289855072,967.0,2.0,0.2928352556605877,0.6764705882352942,759,1층,A블록,15,5,1685,1883,172,1층 E블록15열 8,2532.685926,25.40991131,14.99874065,100,1,0,6.155395871787337e-11,0.745,27.787483940968983,3.8940734573143625,242.15673870526604,2,0
1층 A블록15열 6,24,35,50000,84473.68421052632,100000,825.1409722222223,909.0,2.0,0.31218203607048,0.6857142857142857,760,1층,A블록,15,6,1634,1896,172,1층 E블록15열 7,2508.855516,26.15499809,14.79710679,100,1,0,6.332468621172927e-11,0.758,26.71899162525046,3.931119259668773,218.3282050309585,2,0
1층 A블록15열 7,24,36,50000,84868.42105263157,100000,794.0548611111111,909.0,2.0,0.30431503398969245,0.6666666666666666,761,1층,A블록,15,7,1585,1908,172,1층 E블록15열 6,2486.417704,26.87436489,14.59048299,100,1,0,6.505455818211444e-11,0.769,25.68060249083108,3.966650808267071,195.89225238475237,2,0
1층 A블록15열 8,20,29,50000,84868.42105263157,105000,1044.25,909.0,2.0,0.3079056509328867,0.6896551724137931,762,1층,A블록,15,8,1537,1920,172,1층 E블록15열 5,2465.431605,27.57924644,14.36927469,100,1,0,6.672999970938609e-11,0.781,24.6417562319306,4.000470237176611,174.90808472880207,2,0
1층 A블록15열 9,35,38,50000,85657.8947368421,105000,739.3090476190476,714.0,12.0,0.5063879362566247,0.9210526315789473,763,1층,A블록,15,9,1488,1932,172,1층 E블록15열 4,2444.657849,28.29831335,14.1283384,100,1,0,6.844563337305812e-11,0.792,23.5667294625729,4.034520743255076,154.13641371085163,2,0
1층 A블록16열 1,21,38,50000,83157.8947368421,100000,1267.7388888888888,909.0,2.0,0.13721170679185934,0.5526315789473685,819,1층,A블록,16,1,1825,1943,194,1층 E블록16열 11,2672.734555,23.4017033,14.69197415,100,0,0,5.237602248167451e-11,0.729,29.485329416176626,4.162465276739601,382.2029266456768,0,0
1층 A블록16열 10,25,35,50000,86842.1052631579,110000,823.0833333333333,909.0,2.0,0.36517032854582293,0.7142857142857143,828,1층,A블록,16,10,1401,2048,194,1층 E블록16열 2,2488.923663,29.07159443,12.85802385,100,0,0,6.485825649571574e-11,0.825,20.6543675553476,4.470473514098575,198.4139037173709,2,0
1층 A블록16열 11,30,38,50000,87763.15789473684,115000,793.1566666666666,909.0,2.0,0.3967110619055847,0.7894736842105263,829,1층,A블록,16,11,1354,2058,194,1층 E블록16열 1,2471.096113,29.69188228,12.5955705,100,0,0,6.627215413720209e-11,0.835,19.62076777170392,4.502791754308052,180.5893024649624,2,0
1층 A블록16열 2,18,35,50000,83552.63157894737,100000,1289.9787037037036,909.0,2.0,0.13596587567462706,0.5142857142857142,820,1층,A블록,16,2,1778,1956,194,1층 E블록16열 10,2650.444491,24.02438996,14.53355522,100,0,0,5.370860355323578e-11,0.74,28.54981067290814,4.19753383466557,359.91504982956707,0,0
1층 A블록16열 3,19,35,50000,83421.05263157895,100000,1165.3929824561403,909.0,2.0,0.1467166563432596,0.5428571428571428,821,1층,A블록,16,3,1732,1969,194,1층 E블록16열 9,2629.528665,24.63654581,14.36330001,100,0,0,5.500045363362229e-11,0.751,27.6150053594622,4.230982484615841,339.0014049811463,0,0
1층 A블록16열 4,22,35,50000,83947.36842105263,100000,1284.7219696969698,909.0,2.0,0.17199747245154448,0.6285714285714286,822,1층,A블록,16,4,1685,1982,194,1층 E블록16열 8,2608.674951,25.2640082,14.17802493,100,0,0,5.633004470582198e-11,0.762,26.648608762309863,4.264867259888756,318.14996614530514,0,0
1층 A블록16열 5,21,38,50000,84342.1052631579,100000,1195.8865079365078,967.0,2.0,0.1418580002572547,0.5526315789473685,823,1층,A블록,16,5,1638,1993,194,1층 E블록16열 7,2587.030924,25.89642704,13.99501774,100,0,0,5.7755738286968857e-11,0.773,25.695021775115208,4.300615547511573,296.5082161356608,0,0
1층 A블록16열 6,15,29,50000,84868.42105263157,105000,1263.9244444444444,967.0,2.0,0.1888132166111485,0.5172413793103449,824,1층,A블록,16,6,1590,2005,194,1층 E블록16열 6,2566.273758,26.54118678,13.78740005,100,0,0,5.916856696548291e-11,0.784,24.694068482926745,4.335467116174465,275.7534796875082,0,0
1층 A블록16열 7,28,37,50000,85000.0,105000,883.3922619047619,967.0,2.0,0.2985487652118295,0.7567567567567568,825,1층,A블록,16,7,1543,2016,194,1층 E블록16열 5,2546.122739,27.17373099,13.57578465,100,0,0,6.058456492199526e-11,0.794,23.708649492591896,4.369846134177805,255.6049051110647,2,0
1층 A블록16열 8,24,34,50000,86184.21052631579,105000,963.8819444444445,967.0,2.0,0.2981224209897253,0.7058823529411765,826,1층,A블록,16,8,1496,2028,194,1층 E블록16열 4,2527.535559,27.80015831,13.3414839,100,0,0,6.193101207225634e-11,0.805,22.69421656351945,4.402044582440966,237.02033292757196,2,0
1층 A블록16열 9,22,31,50000,86578.94736842105,110000,829.7219696969697,967.0,2.0,0.3519650968110166,0.7096774193548387,827,1층,A블록,16,9,1449,2039,194,1층 E블록16열 3,2508.935631,28.42622154,13.10075265,100,0,0,6.331862017897461e-11,0.815,21.678255921980867,4.434744107522304,218.4230994542502,2,0
1층 A블록17열 1,16,37,50000,83684.21052631579,100000,1248.4875,967.0,2.0,0.10024660730552855,0.43243243243243246,882,1층,A블록,17,1,1834,2039,216,1층 E블록17열 11,2750.95129,23.23107619,13.97480748,100,0,0,4.803428143200138e-11,0.743,28.31468169783693,4.503402261948314,460.4226447516235,3,0
1층 A블록17열 10,25,38,50000,86578.94736842105,115000,998.4853333333334,933.0,2.0,0.2731968380213758,0.6578947368421053,891,1층,A블록,17,10,1419,2142,216,1층 E블록17열 2,2578.445462,28.31779137,12.19311913,100,0,0,5.833459008263164e-11,0.834,19.86763009998716,4.805379597731764,287.9423731249351,2,0
1층 A블록17열 11,19,31,50000,86973.68421052632,115000,1031.4122807017545,932.0,2.0,0.2947821564452418,0.6129032258064516,892,1층,A블록,17,11,1373,2151,216,1층 E블록17열 1,2560.973643,28.87438063,11.95161952,100,0,0,5.953668829570922e-11,0.843,18.89495726561942,4.8382413845645305,270.4738235219716,0,0
1층 A블록17열 2,15,34,50000,83026.31578947368,100000,1249.6466666666668,967.0,2.0,0.12236584836620834,0.4411764705882353,883,1층,A블록,17,2,1789,2052,216,1층 E블록17열 10,2730.912119,23.78149574,13.81546969,100,0,0,4.909947244425581e-11,0.754,27.42752255455093,4.536516770077629,440.386016066168,3,0
1층 A블록17열 3,17,35,50000,83026.31578947368,100000,1187.2470588235294,967.0,2.0,0.13818309730579728,0.4857142857142857,884,1층,A블록,17,3,1743,2066,216,1층 E블록17열 9,2711.652817,24.34375285,13.63557614,100,0,0,5.015309590097521e-11,0.764,26.497513117516043,4.568805247665542,421.129370455394,3,0
1층 A블록17열 4,21,38,50000,83289.47368421052,100000,1333.2603174603175,967.0,2.0,0.13391611298625714,0.5526315789473685,885,1층,A블록,17,4,1697,2077,216,1층 E블록17열 8,2690.798023,24.91151113,13.46620422,100,0,0,5.1328278681418205e-11,0.774,25.594878996255204,4.604291496583098,400.2772285626475,0,0
1층 A블록17열 5,18,33,50000,84078.94736842105,105000,1336.960185185185,967.0,2.0,0.16171478382455876,0.5454545454545454,886,1층,A블록,17,5,1651,2088,216,1층 E블록17열 7,2670.618093,25.47986087,13.28484345,100,0,0,5.250064501917658e-11,0.784,24.67828386236152,4.639158739304014,380.10000637349697,0,0
1층 A블록17열 6,22,36,50000,84868.42105263157,110000,988.8606060606061,967.0,2.0,0.18647669279861342,0.6111111111111112,887,1층,A블록,17,6,1604,2099,216,1층 E블록17열 6,2650.523156,26.06067502,13.088777,100,0,0,5.370382163473422e-11,0.795,23.73065204904368,4.674408459588824,360.00790224709027,0,0
1층 A블록17열 7,20,34,50000,85000.0,110000,1089.8266666666666,909.0,2.0,0.19952501831290237,0.5882352941176471,888,1층,A블록,17,7,1558,2110,216,1층 E블록17열 5,2631.752268,26.62659514,12.88263493,100,0,0,5.486115951532643e-11,0.804,22.78628937971616,4.707823492409047,341.23988092690803,0,0
1층 A블록17열 8,21,34,50000,85657.8947368421,110000,994.1126984126985,909.0,2.0,0.2562870005834519,0.6176470588235294,889,1층,A블록,17,8,1512,2122,216,1층 E블록17열 4,2614.514104,27.1851112,12.65641471,100,0,0,5.595347106316793e-11,0.814,21.815766426932512,4.738934124319675,324.0047284453591,0,0
1층 A블록17열 9,19,33,50000,86842.1052631579,110000,955.9429824561404,942.0,2.0,0.2736046836497595,0.5757575757575758,890,1층,A블록,17,9,1466,2132,216,1층 E블록17열 3,2596.389031,27.74734664,12.43288273,100,0,0,5.7133483312472816e-11,0.824,20.85763603103307,4.772092483054134,305.8827051009136,0,0
1층 A블록18열 1,16,35,50000,83552.63157894737,100000,1240.8687499999999,967.0,2.0,0.12189692605127112,0.45714285714285713,945,1층,A블록,18,1,1807,2146,238,1층 E블록18열 10,2815.529968,23.42441584,13.17144762,100,0,0,4.4804283568052366e-11,0.765,26.811758202133987,4.849064996447356,525.0043829572128,3,0
1층 A블록18열 10,24,38,50000,86842.1052631579,110000,858.6583333333334,762.0,2.0,0.2671141796130903,0.631578947368421,954,1층,A블록,18,10,1392,2244,238,1층 E블록18열 1,2651.385298,28.08668847,11.36201274,100,0,0,5.3651450596990446e-11,0.85,18.52550733247564,5.150053117895834,360.8892815346578,0,0
1층 A블록18열 2,16,33,50000,83684.21052631579,100000,1067.0697916666668,967.0,2.0,0.1493976874257571,0.48484848484848486,946,1층,A블록,18,2,1762,2159,238,1층 E블록18열 9,2796.885589,23.93244092,13.00193071,100,0,0,4.5706282153889446e-11,0.775,25.93184038957155,4.881467628238767,506.3629580478774,3,0
